Recipe_URL,Steps
https://www.10000recipe.com/recipe/6897164,"['이웃분이 주고가신 밤', '밤을 깨끗이 씻어요', '냄비에 넣고 물은 밤의 2/3 넣어요.', '센불에서 물이 끓으면 중불로 20분 약불로5분 불끄고 3~5분 뜸들여요.모든과정은 뚜껑 꼭 덮고 저보다는 큰냄비 사용하세요', '밤이 잘 삶아졌습니다.', '물이 아예 없도록 삶아주면 됩니다. 물을 넘 많이 넣으면 밤맛이 덜해요. 냄비 닦을일이 귀찮지만, 살짝 타도 군밤처럼 맛있어요.', '밤보관법은 밤은 받자마자 (껍질째 보관하면 벌레생겨요)1.겉껍질을 홀랑까서 비닐팩에 넣어 김치냉장고 보관2.겉껍질 속껍질 모두 벗겨서 냉동보관합니다.*저는 위의 두방법대로 보관하고 있고요. 찾아보니 소금물에 2~3시간 담갔다 건져서 비닐팩에넣어 냉장보관하라고 하시네요.']"
https://www.10000recipe.com/recipe/6867256,"['콩나물은 흐르는 물에 여러 번 조심스레 씻어준 뒤 체에 밭쳐 물기를 빼둡니다.당근은 색내기용으로 조금 넣어줬어요. 안 넣으셔도 무방합니다.대파도 송송 잘라 준비합니다.', '냄비에 물이 끓기 시작하면 소금 반 큰 술과 콩나물을 넣어줍니다.콩나물은 센 불에서 팔팔 끓여주시고요. 데치는 시간은 양에 따라 달라지는데요. 보통 4-6분 사이가 적당하다고 하니 참고하세요!뽕림이는 5분 정도 삶아주니까\xa0딱 좋더라고요.', '데친 콩나물은 체에 밭쳐 물기를 충분히 빼주세요.', '어느 정도 물기가 빠졌다면 볼에 콩나물을 넣고, 채 썬 당근, 대파를 넣어줍니다.', '그리고 나서 고춧가루 2 큰 술, 소금 적당량, 다진 마늘 반 큰 술, 깨소금을 적당량 넣어주세요.', '진간장도 한 큰 술 투척한 뒤 콩나물 대가리가 떨어지지 않도록 조심스레 섞어주세요.', '마지막으로 참기름 한 큰 술 두르고 조물조물해준 뒤 맛을 봐주세요.약간 싱거우시다면 간장 또는 소금으로 간을 해주시면 됩니다.', '저는 딱 좋더라는 ^^', '이렇게 10분 만에 완성된 초간단 콩나물무침!오늘도 백종원 아저씨의 레시피 덕분에 힘들이지 않고 반찬 하나 뚝딱 만들었네요 ^^']"
https://www.10000recipe.com/recipe/6905196,"['콩나물은 누런부분과 껍질부분 제거하고 두세번 세척후 소쿠리에 받쳐줍니다. 미리 멸치다시마육수 500ml도 준비해주세요~', '냄비에 씻은 콩나물을 넣고 멸치다시마육수 500ml를 넣은후 물 700ml를 넣고요~준비된 육수가 없을 때 쓰기 좋은 한알 육수 보러가기!', '센불로 켠후 끓으면 중약불로 줄여 5분동안 끓여줍니다.뚜껑은 처음부터 계속 열고 끓일겁니다', '5분경과후~ 다진마늘1/2T. 다진파5T. 국간장1T. 멸치액젓1T를 넣은후~ 한번 바글 끓인후 간을 보셔서 싱거우면 소금간을 추가하세요~ 저는 소금1/3T정도 넣었습니다.소금은 기호에 맞게 넣으시면 됩니다.']"
https://www.10000recipe.com/recipe/1785098,"['돼지고기는 분량의 양념을 넣어 조물조물 해주신후 30분 이상 재웁니다.', '냄비에 썰어둔 김치와 밑간한 돼지고기, 김칫국물 5큰술, 참기름 1작은술을 넣어 약불에서 3~5분간 충분히 볶아줍니다.', '돼지고기 자체에 지방이 붙어있으니 참기름은 많이 넣지 않으셔도 된답니다. 이렇게 충분히 볶아주세요~.', '충분히 볶아진 김치에 물 1컵을 넣어 끓여줍니다.', '물 1컵을 넣어 보글보글 끓여준후 나머지 1컵을 더 부워주도록 합니다. 물을 한꺼번에 부워서 끓이는것보다 이렇게 나눠서 끓여주면 국물맛이 더욱 좋아진답니다.', '보글보글 국물이 끓으면 여기에 양파와 두부를 넣어줍니다.', '국간장을 넣어줍니다.', '모든 재료가 한데 잘 어우러졌다면 다진마늘과 어슷 썬 고추 1개를 넣어줍니다.', '부족한 간은 소금으로 해주시고 대파와 나머지 고추 1개를 더 넣어 한소끔 더 끓이신후 마무리 합니다.']"
https://www.10000recipe.com/recipe/6845428,"['팬에 불을 켜지않고 핏물을 키친타월로 가볍게 제거한 돼지앞다리살1근을 넣고 마늘반스푼, 간장1스푼, 후추가루약간을넣고 조물조물 재워주세요', '고추가루2스푼, 진간장1스푼, 마늘반스푼, 물엿1스푼, 매실액2스푼(없으면 설탕2/3수저로대체), 고추장크게1스푼,후추톡톡해서 양념장을 만들어주시고', '파와 양파 당근등 기호에맞는 채소를 손질해서 준비해주세요당근 손질법 레시피\u200b', '센불에 고기를 볶다가 반정도 익을때쯤', '당근 양파등을 먼저 넣어 센불에 볶아주세요( 약한불에서하면 물이나올수있어요!)', '양파가 반투명해질때쯤 준비된 양념의 2/3을 넣어 볶아줍니다양념이 들어간뒤로 탈수있으니 중불로 줄여주세요', '고기가 익고난뒤 간을 한번보시고부족하면 나머지 양념장을 다 넣어주세요 (전다사용했어요!)', '불끄기3분전나머지 고추와 파등을넣어 센불로 볶아주시면 끝!', '예쁘게 담아서 맛있게드세요 :)']"
https://www.10000recipe.com/recipe/6891526,"['먹기 좋게 한 입 크기로 도톰하게 썰어주고 키친타월을 이용해 물기를 제거하고 그 위에 소금을 뿌려 밑간을 해주세요. 물기를 제거하고 소금으로 밑간을 해주면 두부가 단단해진답니다. 그리고 나중에 조리할 때 양념이 겉돌지 않고 않아요.', '양념장을 만들어주세요. 다진 대 파3,다진 마늘 0.5를 넣어주고 이때 대파를 넉넉하게 넣어주면 양념 맛도 순해지고 감칠맛도 좋답니다.', '나머지 양념재료인 고춧가루 1, 간장 3, 맛술 1, 설탕 0.5, 참기름 1을 모두 한데 넣고 고루 섞어주세요.', '달군 팬에 식용유 평소 보다 조금 넉넉하게 두르고 물기를 빼놓은 두부를 넣어 앞, 뒤로 노릇노릇하게 부쳐주세요.', '두부가 전체적으로 노릇하게 부쳐지면 준비해 놓은 양념장을 숟가락을 이용해 조금씩 떠 두부 위에 고루 얹어 주세요.', '그리고 양념장 담은 볼에 물(종이컵 기준) 1/4을 담아 전체적으로 조금씩 끼얹어 주세요', '불은 중불로 해주시고 국물을 숟가락으로 떠 두부 위에 끼얹고 두부를 한 번씩 뒤집어 가며 자박자박하게 조려 마무리합니다.', '두부조림 완성 ^^']"
https://www.10000recipe.com/recipe/6903507,"['양배추, 당근, 양파, 파(준비량의 반)는 길쭉하고 굵게, 고추도 어슷큼직하게 썹니다. 오징어도 깨끗하게 손질해서 먹기좋은 크기로 썹니다.오징어 손질법 레시피', '팬에 식용유 3큰술과 송송썬 파를 넣은 후 불을 올려 볶아요. 파기름이 충분히 나오게, 노르스름해질때까지 볶습니다.센불', '파가 노르스름하게 볶아지면 오징어를 넣고 볶다가 설탕 1큰술을 넣어 볶습니다.센불볶는 시간을 최소로 합니다.', '마늘 1큰술 고추장 1큰술을 넣어고 볶습니다. 볶는 시간은 최소로 하세요, 마늘넣고 팬들어가며 섞어주는식으로 볶고, 고추장 넣고도 마찬가지로요.센불', '간장 5큰술, 고춧가루 3큰술을 넣고 볶습니다. 너무 뻑뻑한 느낌이 들면 물 반컵을 넣고 볶습니다.센불센불에서 단시간에 볶기 때문에 팬을 들어가며 조절해서 볶으세요.', '이제 준비한 채소를 볶던 팬에 전부 넣습니다.중불', '잘 섞어가며 채소의 숨이 죽지않게 단시간으로 볶다가 불에서 내리기 직전 참기름을 촤악~ 둘러주고 끝!!', '그릇이나 달군 팬에 먹음직스럽게 담고 통깨를 솔솔 뿌려 상에 냅니다. 완성!입니다. 맛있게 드세요~']"
https://www.10000recipe.com/recipe/6845113,"['국거리용 소고기와 얇게 나박나박 썬 무를 준비해주세요. 무는 얇게 썰수록 조리시간이 줄어드니 조리시간 감안해서 썰어주세요.기호껏 고기와 무 양을 조절해주시면 된답니다.', '참기름 2T 넣고 중불에서 소고기를 먼저 볶아주세요.', '참기름 넣고 볶다가 고기가 살짝 덜 익었을 때 국간장 4T 넣고 볶아주세요. 국간장을 고기 볶을 때 넣어서 의아해 하셨죠 ? 이것이야 말로 저만의 비법!고기에 간이 베여서 나중에 국물에도 진한 맛을 내주거든요. 다른 간이 전혀 필요없어요. 국간장은 염도의 차이가 있어 1~2숟가락 넣어보시고 마지막 단계에서 추가해 주세요.^^', '소고기가 맛있게 달달 볶아지면, 썰어둔 무를 넣고 볶아주세요.', '미리 끓여둔 멸치육수를 조금 붓고 뚜껑을 덮어 센불로 끓여주세요. 같은 방법으로 3번 반복해서 끓여주세용 :)여기서 포인트는 한번에 육수를 다 넣지 않고 육수를 3번 나눠서 조금씩 넣고 끓인다는 점 ! 무와 소고기의 맛이 국물에 진하게 우려나오도록 하기 위한 방법이에요.', '뚜껑 닫고 팔팔 끓이다보면 ! 고기에서 나오는 거무스름한 거품이 생기거든요, 거품을 제거해주세요.', '간마늘 1T, 대파 1개를 송송 썰어 소고기무국에 투하! 간마늘 향 강한거 싫으시면 0.5T 줄여서 넣어주세요.', '푹 끓여주면 소고기무국 완성이요 :)전 미리 끓여둬서 불 끄고 식혔다가 신랑올 때쯤 다시 끓였더니 더 깊은 맛이 나고 맛있었다는! 그리고 무엇보다 멸치육수 덕분에 더 구수하고 깔끔한 맛이 났지요.']"
https://www.10000recipe.com/recipe/6893285,"['먼저 무는 깨끗이 씻은 후 가늘게 채 썰어주세요. *최대한 가늘게 채 썰어주셔야 양념이 잘 배고요. 무 껍질은 벗기셔도 되고 안 벗기셔도 됩니다 :)', '고춧가루 2 큰 술을 넣고 바락바락 문질러 무를 빨갛게 물들여주세요.', '다진 마늘 1 큰 술, 설탕 1 큰 술, 오미자청(또는 매실청) 1 큰 술, 식초 2 큰 술을 넣어주시고요.', '이어서 액젓 2 큰 술, 소금 적당량을 넣고 조물조물 무쳐 맛을 봐주세요. 약간 싱거우시면 소금을 더 넣어주시고요. 새콤한 맛을 더 느끼고 싶으신 분들은 식초를 조금 더 넣어주세요 :) 마지막으로 통깨와 송송 썬 대파를 넣고 가볍게 섞어주기만 하면 무생채 만드는 법, 끝 ~♩']"
https://www.10000recipe.com/recipe/6868260,"['쪽파는 깨끗이 다듬고 흐르는 물에 깨끗이 씻어주세요. 물기를 제거해주세요.', '설탕2.5Ts,고춧가루 15Ts,물10Ts,멸치액젓15Ts,다진마늘3Ts를 만들어 놓고', '쟁반에 파를 조금씩 잡고 골고루 조금씩 뭍혀주세요. 머리부분에 더 꼼꼼히 발라주셔야 좋아요.머리부분 두꺼운건 전 칼로 갈라서 했어요.', '먹기좋을 정도로 돌돌말아주셔도 좋고 그냥 펴서 켜켜히 담고 살짝 눌러주세요.']"
